ms_today;input_voltage;temp_mos_max;temp_mos_1;temp_mos_2;temp_mos_3;temp_motor;current_motor;current_in;d_axis_current;q_axis_current;erpm;duty_cycle;amp_hours_used;amp_hours_charged;watt_hours_used;watt_hours_charged;tachometer;tachometer_abs;encoder_position;fault_code;vesc_id;d_axis_voltage;q_axis_voltage;ms_today_setup;amp_hours_setup;amp_hours_charged_setup;watt_hours_setup;watt_hours_charged_setup;battery_level;battery_wh_tot;current_in_setup;current_motor_setup;speed_meters_per_sec;tacho_meters;tacho_abs_meters;num_vescs;ms_today_imu;roll;pitch;yaw;accX;accY;accZ;gyroX;gyroY;gyroZ;gnss_posTime;gnss_lat;gnss_lon;gnss_alt;gnss_gVel;gnss_vVel;gnss_hAcc;gnss_vAcc;
23531223;49.1;51.2;0;0;0;-75;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23527430;1.0507;0.1279;51.1367;6.3602;0.917;436.24;0;0;0;3214.5;3255.12;1;23527431;0.0891299;0.338068;0.127721;-0.328372;-0.0909282;0.934052;0.503024;-0.235502;-0.0126788;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531315;49.1;51.1;0;0;0;-74.8;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23531224;1.0507;0.1279;51.1367;6.3602;0.918;436.707;0;0;0;3214.5;3255.12;1;23531226;0.0901079;0.338607;0.125083;-0.334394;-0.0904513;0.933812;0.557043;-0.113936;0.172949;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531376;49.1;51.1;0;0;0;-74;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.109;0;61;0;-0.006;23531316;1.0507;0.1279;51.1367;6.3602;0.918;436.717;0;0;0;3214.5;3255.12;1;23531316;0.0905724;0.338563;0.125237;-0.331318;-0.0923941;0.933925;0.383366;-0.235323;-0.0783172;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531435;49.1;51.1;0;0;0;-74.5;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.115;0;61;0;-0.006;23531376;1.0507;0.1279;51.1367;6.3602;0.918;436.724;0;0;0;3214.5;3255.12;1;23531377;0.0911523;0.33828;0.125426;-0.327642;-0.0953055;0.934097;0.0150968;-0.296486;-0.0314358;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531525;49.1;51.1;0;0;0;-74.5;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.113;0;61;0;-0.006;23531435;1.0507;0.1279;51.1367;6.3602;0.918;436.732;0;0;0;3214.5;3255.12;1;23531436;0.0915443;0.337978;0.125563;-0.329668;-0.0899395;0.934074;0.85735;0.12984;0.307215;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531615;49.1;51.1;0;0;0;-74.1;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23531525;1.0507;0.1279;51.1367;6.3602;0.918;436.742;0;0;0;3214.5;3255.12;1;23531526;0.09114;0.338274;0.125337;-0.32978;-0.0987365;0.933987;0.557043;-0.297041;0.172451;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531673;49.2;51.1;0;0;0;-74.3;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23531615;1.0507;0.1279;51.1367;6.3602;0.918;436.746;0;0;0;3214.5;3255.12;1;23531616;0.0917532;0.337864;0.125523;-0.325876;-0.0948307;0.934151;0.855026;-0.0534312;0.367707;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531764;49.1;51.1;0;0;0;-73.8;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23531674;1.0507;0.1279;51.1367;6.3602;0.918;436.755;0;0;0;3214.5;3255.12;1;23531677;0.092022;0.337718;0.125574;-0.323683;-0.0918839;0.934197;0.435062;-0.113924;0.168302;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531853;49.1;51.1;0;0;0;-74.1;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.111;0;61;0;-0.006;23531765;1.0507;0.1279;51.1367;6.3602;0.918;436.76;0;0;0;3214.5;3255.12;1;23531766;0.0921941;0.337663;0.125538;-0.329687;-0.0928705;0.934224;0.435062;0.00814623;0.168634;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531914;49.2;51.1;0;0;0;-74.6;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.119;0;61;0;-0.006;23531854;1.0507;0.1279;51.1367;6.3602;0.918;436.76;0;0;0;3214.5;3255.12;1;23531855;0.0925628;0.337294;0.125679;-0.326216;-0.0997028;0.934432;0.735368;0.129852;0.302567;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23531975;49.2;51.1;0;0;0;-74.3;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.113;0;61;0;-0.006;23531945;1.0507;0.1279;51.1367;6.3602;0.918;436.765;0;0;0;3214.5;3255.12;1;23531946;0.0926657;0.337286;0.125659;-0.327452;-0.0909323;0.934485;0.5007;-0.418773;0.0478133;23530999;-37.71096794;145.03608510;83.34905620;0.00000000;0.00000000;4.74623349;3.36122071;
23532096;49.2;51;0;0;0;-74.3;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.117;0;61;0;-0.006;23532064;1.0507;0.1279;51.1367;6.3602;0.918;436.769;0;0;0;3214.5;3255.12;1;23532065;0.0937822;0.336731;0.12595;-0.326178;-0.088958;0.934388;0.256737;0.0084973;0.0396812;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532186;49.2;51.1;0;0;0;-74.6;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.121;0;61;0;-0.006;23532154;1.0507;0.1279;51.1367;6.3602;0.918;436.774;0;0;0;3214.5;3255.12;1;23532155;0.0941046;0.336516;0.126044;-0.330509;-0.0924061;0.934162;0.679025;0.0691559;0.178096;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532273;49.2;51.1;0;0;0;-75.5;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.113;0;61;0;-0.006;23532215;1.0507;0.1279;51.1367;6.3602;0.918;436.773;0;0;0;3214.5;3255.12;1;23532216;0.0940914;0.33664;0.125945;-0.32721;-0.0899384;0.934107;0.611063;0.00762904;0.358578;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532365;49.1;51;0;0;0;-75.4;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.123;0;61;0;-0.005;23532274;1.0507;0.1279;51.1367;6.3602;0.918;436.783;0;0;0;3214.5;3255.12;1;23532275;0.0948533;0.336444;0.126068;-0.33096;-0.0982628;0.93437;-0.822509;-0.966619;-0.492732;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532425;49.1;51;0;0;0;-76.5;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.125;0;61;0;-0.004;23532366;1.0507;0.1279;51.1367;6.3602;0.918;436.786;0;0;0;3214.5;3255.12;1;23532367;0.0996951;0.334122;0.127787;-0.322424;-0.0997112;0.935213;-2.32637;-1.57532;-1.10141;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532515;49.2;51;0;0;0;-75.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.143;0;61;0;-0.003;23532425;1.0507;0.1279;51.1367;6.3602;0.918;436.8;0;0;0;3214.5;3255.12;1;23532426;0.103288;0.332343;0.129089;-0.330114;-0.102667;0.935669;-3.10995;-2.18492;-1.37724;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532573;49.1;51;0;0;0;-76.2;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.179;0;61;0;0.007;23532515;1.0507;0.1279;51.1367;6.3602;0.918;436.809;0;0;0;3214.5;3255.12;1;23532516;0.11749;0.326523;0.134153;-0.332949;-0.112425;0.938348;-11.0591;-5.89558;-5.9658;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532667;49.2;51;0;0;0;-75.2;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;634583;151.225;0;61;-0.001;0.001;23532574;1.0507;0.1279;51.1367;6.3602;0.918;436.819;0;0;0;3214.5;3255.12;1;23532575;0.134134;0.319168;0.140835;-0.31675;-0.129056;0.941054;-14.0221;-6.62587;-6.75256;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23532860;49.2;51;0;0;0;-74.9;0.13;0;-0.08;-0.12;-10;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.409;0;61;-0.023;-0.009;23532667;1.0507;0.1279;51.1367;6.3602;0.918;436.828;0;0;0;3214.5;3255.12;1;23532668;0.155422;0.307834;0.149176;-0.289305;-0.198805;0.941827;-5.54319;-3.1564;-3.24391;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23533002;49.2;51;0;0;0;-73.2;-0.25;0;-0.2;0.07;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.433;0;61;-0.058;-0.051;23532862;1.0507;0.1279;51.1367;6.3602;0.918;436.855;0;0.34;-0.005;3214.5;3255.16;1;23532862;0.154526;0.309497;0.156509;-0.264118;-0.155573;0.930704;22.8977;7.94601;-1.03059;23531999;-37.71096578;145.03608929;83.39037154;0.00000000;0.00000000;4.74444836;3.36374000;
23533085;49.2;51;0;0;0;-74.1;-0.29;0;-0.33;0.06;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.445;0;61;-0.055;-0.057;23533002;1.0507;0.1279;51.1367;6.3602;0.918;436.94;0;-0.37;0;3214.5;3255.16;1;23533004;0.0747784;0.342586;0.130948;-0.343079;-0.0611815;0.927609;5.08953;0.00467008;1.4454;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533174;49.2;51;0;0;0;-74.7;-0.3;0;-0.3;0.11;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.423;0;61;-0.055;-0.061;23533086;1.0507;0.1279;51.1367;6.3602;0.919;437.02;0;-0.34;0;3214.5;3255.16;1;23533116;0.0856676;0.336224;0.135916;-0.306847;-0.106063;0.938449;-2.2584;-1.51379;-1.28189;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533266;49.2;51;0;0;0;-74.3;-0.35;0;-0.31;0.13;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.387;0;61;-0.053;-0.063;23533175;1.0507;0.1279;51.1367;6.3602;0.919;437.067;0;-0.31;0;3214.5;3255.16;1;23533176;0.0801513;0.338953;0.133211;-0.308669;-0.0728506;0.937063;9.12015;3.41822;3.07418;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533325;49.2;51;0;0;0;-75;-0.32;0;-0.33;0.07;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.381;0;61;-0.051;-0.062;23533266;1.0507;0.1279;51.1367;6.3602;0.919;437.107;0;-0.3;0;3214.5;3255.16;1;23533267;0.0687198;0.344919;0.128462;-0.345802;-0.0699556;0.936552;4.32511;1.04001;2.27421;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533415;49.2;51;0;0;0;-75.9;-0.28;0;-0.33;0.06;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.387;0;61;-0.051;-0.062;23533325;1.0507;0.1279;51.1367;6.3602;0.919;437.138;0;-0.33;0;3214.5;3255.16;1;23533326;0.0677102;0.345436;0.128155;-0.345881;-0.0699264;0.936704;-0.81089;0.13284;-0.794694;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533475;49.2;51;0;0;0;-75.5;-0.27;0;-0.33;0.06;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.389;0;61;-0.05;-0.063;23533416;1.0507;0.1279;51.1367;6.3602;0.919;437.182;0;-0.21;0;3214.5;3255.16;1;23533417;0.0687432;0.345028;0.128509;-0.336216;-0.0689575;0.93652;1.3993;0.373424;0.511766;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533566;49.2;51;0;0;0;-75.5;-0.3;0;-0.33;0.06;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.387;0;61;-0.051;-0.062;23533475;1.0507;0.1279;51.1367;6.3602;0.919;437.205;0;-0.27;0;3214.5;3255.16;1;23533476;0.0689503;0.34466;0.128599;-0.333627;-0.066994;0.936056;-0.346201;-0.174046;-0.167028;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533625;49.2;51;0;0;0;-76.1;-0.28;0;-0.33;0.06;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.385;0;61;-0.051;-0.063;23533567;1.0507;0.1279;51.1367;6.3602;0.919;437.247;0;-0.29;0;3214.5;3255.16;1;23533568;0.0696363;0.344475;0.128711;-0.332577;-0.0723598;0.935144;0.721425;0.189891;0.668677;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533715;49.2;51;0;0;0;-75.6;-0.24;0;-0.34;0.05;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.389;0;61;-0.051;-0.062;23533626;1.0507;0.1279;51.1367;6.3602;0.919;437.269;0;-0.36;0;3214.5;3255.16;1;23533628;0.0703537;0.344359;0.128961;-0.338335;-0.0665278;0.934574;-1.06415;-0.783323;-0.56252;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533774;49.2;51;0;0;0;-75.5;-0.23;0;-0.33;0.04;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.393;0;61;-0.051;-0.061;23533715;1.0507;0.1279;51.1367;6.3602;0.919;437.315;0;0.42;0;3214.5;3255.16;1;23533716;0.0748435;0.342795;0.130511;-0.350584;-0.073401;0.934349;-5.46768;-3.03767;-2.01911;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533866;49.2;51;0;0;0;-75.4;-0.1;0;-0.33;0.01;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.421;0;61;-0.052;-0.059;23533775;1.0507;0.1279;51.1367;6.3602;0.919;437.348;0;-0.37;0;3214.5;3255.16;1;23533776;0.0879349;0.337484;0.135033;-0.337243;-0.0899919;0.936678;-15.7321;-8.15173;-6.76079;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23533925;49.2;51;0;0;0;-75.3;-0.11;0;-0.31;0.02;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.443;0;61;-0.055;-0.055;23533866;1.0507;0.1279;51.1367;6.3602;0.919;437.392;0;0.2;0;3214.5;3255.16;1;23533867;0.117418;0.323381;0.145884;-0.296614;-0.142581;0.940421;-11.2444;-6.26194;-5.91277;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23534015;49.2;51;0;0;0;-74.6;-0.16;0;-0.31;0.03;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.481;0;61;-0.056;-0.054;23533926;1.0507;0.1279;51.1367;6.3602;0.919;437.417;0;-0.34;0;3214.5;3255.16;1;23533926;0.126196;0.316886;0.149855;-0.283622;-0.137748;0.938713;-4.45872;-2.49045;-1.24622;23532999;-37.71096545;145.03608832;83.29730598;0.00000000;0.00000000;4.74435324;3.36387416;
23534073;49.2;51;0;0;0;-74.7;-0.18;0;-0.31;0.05;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.497;0;61;-0.059;-0.051;23534016;1.0507;0.1279;51.1367;6.3602;0.919;437.446;0;0.22;0;3214.5;3255.16;1;23534016;0.125849;0.316073;0.150274;-0.283269;-0.116238;0.93279;6.42436;2.68957;1.68681;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534166;49.2;51;0;0;0;-75.7;-0.27;0;-0.14;0.2;0;0;1.0507;0.1279;51.1367;6.3602;626664;634590;151.367;0;61;-0.058;-0.075;23534074;1.0507;0.1279;51.1367;6.3602;0.919;437.47;0;-0.35;0;3214.5;3255.16;1;23534075;0.110036;0.320344;0.145949;-0.24837;-0.102029;0.926961;19.3288;10.2983;9.28445;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534225;49.2;51;0;0;0;-75;-0.28;0;-0.28;0.11;0;0;1.0507;0.1279;51.1367;6.3602;626663;634663;151.337;0;61;-0.047;-0.071;23534166;1.0507;0.1279;51.1367;6.3602;0.92;437.496;0;-0.23;0;3214.5;3255.16;1;23534167;0.0690097;0.343342;0.128601;-0.407389;-0.0647605;0.923623;18.3181;9.80764;10.1608;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534315;49.2;51;0;0;0;-75.4;-0.06;0;-0.33;0.01;0;0;1.0507;0.1279;51.1367;6.3602;626664;634716;151.351;0;61;-0.047;-0.064;23534226;1.0507;0.1279;51.1367;6.3602;0.92;437.514;0;-0.2;0;3214.5;3255.55;1;23534227;0.0600992;0.349715;0.124134;-0.344436;-0.0518615;0.928034;-3.86333;-2.97547;-2.44645;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534373;49.2;51;0;0;0;-75.7;-0.33;0;-0.33;0.09;0;0;1.0507;0.1279;51.1367;6.3602;626663;634799;151.337;0;61;-0.047;-0.067;23534316;1.0507;0.1279;51.1367;6.3602;0.92;437.54;0;-0.31;0;3214.5;3255.81;1;23534317;0.0682192;0.345571;0.128382;-0.32603;-0.0782052;0.933425;5.55014;2.80591;3.79161;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534466;49.2;51;0;0;0;-76.2;-0.09;0;-0.33;0.01;0;0;1.0507;0.1279;51.1367;6.3602;626664;634882;151.345;0;61;-0.047;-0.065;23534375;1.0507;0.1279;51.1367;6.3602;0.92;437.56;0;0.35;0;3214.5;3256.24;1;23534376;0.0627832;0.348861;0.125388;-0.349971;-0.0601737;0.934733;0.263708;0.131065;-0.142958;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534523;49.2;51.1;0;0;0;-75.5;-0.25;0;-0.34;0.05;0;0;1.0507;0.1279;51.1367;6.3602;626664;634906;151.347;0;61;-0.047;-0.065;23534467;1.0507;0.1279;51.1367;6.3602;0.92;437.584;0;-0.4;0;3214.5;3256.67;1;23534497;0.0667389;0.346022;0.127536;-0.33577;-0.0664842;0.936103;1.566;0.799487;0.946836;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534615;49.2;51;0;0;0;-75.4;-0.19;0;-0.35;0.03;0;0;1.0507;0.1279;51.1367;6.3602;626664;634908;151.345;0;61;-0.047;-0.065;23534525;1.0507;0.1279;51.1367;6.3602;0.92;437.597;0;-0.44;0;3214.5;3256.79;1;23534587;0.066863;0.345704;0.127513;-0.329427;-0.0752739;0.935481;0.550072;0.00763541;0.356254;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534674;49.2;51;0;0;0;-75.1;-0.25;0;-0.33;0.05;0;0;1.0507;0.1279;51.1367;6.3602;626664;634918;151.345;0;61;-0.047;-0.065;23534615;1.0507;0.1279;51.1367;6.3602;0.92;437.629;0;-0.43;0;3214.5;3256.79;1;23534587;0.066863;0.345704;0.127513;-0.329427;-0.0752739;0.935481;0.550072;0.00763541;0.356254;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534764;49.2;51;0;0;0;-74.6;-0.21;0;-0.33;0.03;0;0;1.0507;0.1279;51.1367;6.3602;626664;634922;151.349;0;61;-0.047;-0.065;23534675;1.0507;0.1279;51.1367;6.3602;0.92;437.647;0;0.4;0;3214.5;3256.84;1;23534676;0.0659572;0.346126;0.126967;-0.33939;-0.0630805;0.934572;0.139402;-0.174263;-0.0874464;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534825;49.2;51;0;0;0;-74.5;-0.23;0;-0.32;0.04;0;0;1.0507;0.1279;51.1367;6.3602;626664;634926;151.349;0;61;-0.047;-0.066;23534767;1.0507;0.1279;51.1367;6.3602;0.92;437.677;0;-0.31;0;3214.5;3256.86;1;23534767;0.0661981;0.345834;0.127088;-0.336648;-0.0709065;0.93398;1.50966;0.372581;0.821367;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534915;49.1;51.1;0;0;0;-74.6;-0.18;0;-0.32;0.03;0;0;1.0507;0.1279;51.1367;6.3602;626664;634932;151.347;0;61;-0.044;-0.061;23534827;1.0507;0.1279;51.1367;6.3602;0.92;437.705;0;-0.41;0;3214.5;3256.88;1;23534827;0.0654435;0.346154;0.126761;-0.333158;-0.064554;0.933536;0.496052;0.0691748;0.171124;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23534973;49.2;51;0;0;0;-75;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634938;151.345;0;61;-0.002;-0.005;23534916;1.0507;0.1279;51.1367;6.3602;0.92;437.725;0;0;0;3214.5;3256.91;1;23534917;0.0657157;0.345791;0.126893;-0.336518;-0.0684558;0.933129;1.09202;0.37329;0.561137;23533999;-37.71096761;145.03608619;83.31329884;0.00000000;0.00000000;4.74550624;3.36224740;
23535065;49.2;51.1;0;0;0;-74.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634944;151.345;0;61;-0.002;-0.006;23534975;1.0507;0.1279;51.1367;6.3602;0.92;437.714;0;0;0;3214.5;3256.95;1;23534976;0.0646888;0.346258;0.126424;-0.339594;-0.0645599;0.932865;1.03103;0.251226;0.558481;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535125;49.2;51;0;0;0;-75.3;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.343;0;61;-0.002;-0.006;23535067;1.0507;0.1279;51.1367;6.3602;0.92;437.689;0;0;0;3214.5;3256.98;1;23535068;0.0650679;0.346122;0.12663;-0.337173;-0.0728623;0.932844;0.861998;0.0691369;0.185067;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535219;49.2;51;0;0;0;-74.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.349;0;61;-0.002;-0.006;23535127;1.0507;0.1279;51.1367;6.3602;0.92;437.674;0;0;0;3214.5;3257;1;23535128;0.0643504;0.34637;0.126305;-0.339106;-0.061142;0.932841;1.038;0.129655;0.375177;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535290;49.2;51.1;0;0;0;-74.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.349;0;61;-0.002;-0.006;23535221;1.0507;0.1279;51.1367;6.3602;0.92;437.648;0;0;0;3214.5;3257;1;23535221;0.0642299;0.346167;0.126346;-0.332312;-0.0694461;0.932812;0.618034;0.0691622;0.175772;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535338;49.1;51.1;0;0;0;-74.2;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.349;0;61;-0.002;-0.006;23535290;1.0507;0.1279;51.1367;6.3602;0.92;437.637;0;0;0;3214.5;3257;1;23535291;0.0641808;0.346247;0.126262;-0.334998;-0.0650341;0.932943;0.913693;0.312606;0.432018;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535394;49.2;51.1;0;0;0;-74.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.345;0;61;-0.001;-0.006;23535339;1.0507;0.1279;51.1367;6.3602;0.92;437.624;0;0;0;3214.5;3257;1;23535339;0.0641766;0.346389;0.12626;-0.337963;-0.0699192;0.933072;0.796359;0.0688111;0.304725;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535487;49.2;51.1;0;0;0;-74.9;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634948;151.349;0;61;-0.002;-0.006;23535394;1.0507;0.1279;51.1367;6.3602;0.92;437.616;0;0;0;3214.5;3257;1;23535395;0.0637107;0.346469;0.125996;-0.334208;-0.0650474;0.933147;0.491405;0.0688427;0.293105;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535545;49.2;51.1;0;0;0;-75.7;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;634960;151.345;0;61;-0.002;-0.006;23535487;1.0507;0.1279;51.1367;6.3602;0.92;437.604;0;0;0;3214.5;3257;1;23535487;0.0634969;0.346556;0.125899;-0.335579;-0.067482;0.93288;1.39233;0.494996;0.69507;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535638;49.2;51.1;0;0;0;-75.6;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626664;635082;151.341;0;61;-0.003;-0.006;23535545;1.0507;0.1279;51.1367;6.3602;0.92;437.59;0;0;0;3214.5;3257.06;1;23535547;0.0632979;0.34691;0.125751;-0.34076;-0.072351;0.932547;0.864322;0.435513;0.125074;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535694;49.2;51.1;0;0;0;-75.6;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;635189;151.329;0;61;-0.003;-0.008;23535638;1.0507;0.1279;51.1367;6.3602;0.92;437.575;0;0;0;3214.5;3257.7;1;23535639;0.0622335;0.347456;0.125265;-0.33451;-0.0645458;0.932286;1.27499;0.556376;0.568608;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
23535788;49.2;51.1;0;0;0;-74.8;0;0;0;0;0;0;1.0507;0.1279;51.1367;6.3602;626663;635189;151.315;0;61;-0.003;-0.008;23535695;1.0507;0.1279;51.1367;6.3602;0.92;437.569;0;0;0;3214.5;3258.23;1;23535695;0.0596882;0.348856;0.124268;-0.340603;-0.0621557;0.931624;4.37448;3.41954;2.58797;23534999;-37.71096669;145.03608523;83.13302374;0.00000000;0.00000000;4.74433216;3.36390389;
